Latitude,Longitude,POC,State,County,City,Site.Code,n
39.564178,-77.720244,3,Maryland,Washington,Not in a city,24-043-0009,7793
39.57768,-75.6036,3,Delaware,New Castle,Delaware City,10-003-1008,5112
39.604399,-105.019526,1,Colorado,Arapahoe,Littleton,08-005-0005,2562
39.621434,-119.71877,1,Nevada,Washoe,Sparks,32-031-1007,3364
39.63551,-109.43128,1,Utah,Uintah,Not in a city,49-047-5601,730
39.6463,-86.248773,1,Indiana,Marion,Indianapolis,18-097-0042,935
39.649367,-79.920867,1,West Virginia,Monongalia,Morgantown,54-061-0003,2772
39.691962,-75.761299,1,Delaware,New Castle,Newark,10-003-1012,2839
39.691962,-75.761299,2,Delaware,New Castle,Newark,10-003-1012,288
39.702982,-75.864771,1,Maryland,Cecil,Not in a city,24-015-0003,1171
39.702982,-75.864771,3,Maryland,Cecil,Not in a city,24-015-0003,9286
39.704005,-104.998113,1,Colorado,Denver,Denver,08-031-0025,570
39.70595,-79.012,3,Maryland,Garrett,Grantsville,24-023-0002,7539
39.732170000000004,-105.0153,1,Colorado,Denver,Denver,08-031-0027,618
39.732170000000004,-105.0153,3,Colorado,Denver,Denver,08-031-0027,5349
39.738578,-104.939925,1,Colorado,Denver,Denver,08-031-0013,222
39.738578,-104.939925,3,Colorado,Denver,Denver,08-031-0013,2394
39.739444,-75.558056,1,Delaware,New Castle,Wilmington,10-003-2004,6683
39.739444,-75.558056,2,Delaware,New Castle,Wilmington,10-003-2004,1267
39.739444,-75.558056,3,Delaware,New Castle,Wilmington,10-003-2004,2435
39.739444,-75.558056,4,Delaware,New Castle,Wilmington,10-003-2004,3069
39.739444,-75.558056,6,Delaware,New Castle,Wilmington,10-003-2004,3190
39.740342,-104.991037,1,Colorado,Denver,Denver,08-031-0017,80
39.741694,-94.858584,1,Missouri,Buchanan,St. Joseph,29-021-0005,628
39.741694,-94.858584,2,Missouri,Buchanan,St. Joseph,29-021-0005,58
39.741694,-94.858584,3,Missouri,Buchanan,St. Joseph,29-021-0005,1010
39.741694,-94.858584,4,Missouri,Buchanan,St. Joseph,29-021-0005,7202
39.741694,-94.858584,5,Missouri,Buchanan,St. Joseph,29-021-0005,6155
39.744993,-86.166464,1,Indiana,Marion,Indianapolis (Remainder),18-097-0043,3043
39.751184,-104.987625,1,Colorado,Denver,Denver,08-031-0002,7496
39.751184,-104.987625,2,Colorado,Denver,Denver,08-031-0002,1246
39.751184,-104.987625,3,Colorado,Denver,Denver,08-031-0002,6008
39.755305,-94.845807,1,Missouri,Buchanan,St. Joseph,29-021-0010,537
39.755969,-84.198674,1,Ohio,Montgomery,Dayton,39-113-0038,803
39.755969,-84.198674,2,Ohio,Montgomery,Dayton,39-113-0038,405
39.755969,-84.198674,3,Ohio,Montgomery,Dayton,39-113-0038,1271
39.755969,-84.198674,7,Ohio,Montgomery,Dayton,39-113-0038,2106
39.757371,-121.843286,1,California,Butte,Not in a city,06-007-0002,756
39.758855,-86.115415,1,Indiana,Marion,Indianapolis (Remainder),18-097-0084,1409
39.759533,-84.144201,1,Ohio,Montgomery,Dayton,39-113-0031,1541
39.76048,-86.108833,1,Indiana,Marion,Indianapolis,18-097-0066,1134
39.760659,-84.187678,1,Ohio,Montgomery,Dayton,39-113-0032,2365
39.760659,-84.187678,2,Ohio,Montgomery,Dayton,39-113-0032,380
39.761111,-75.491944,1,Delaware,New Castle,Not in a city,10-003-1003,2263
39.76168,-121.84047,1,California,Butte,Chico,06-007-0008,2208
39.76168,-121.84047,3,California,Butte,Chico,06-007-0008,1298
39.76367,-84.191884,1,Ohio,Montgomery,Dayton,39-113-0014,503
39.774979,-86.12202,1,Indiana,Marion,Indianapolis (Remainder),18-097-0083,3031
39.774979,-86.12202,2,Indiana,Marion,Indianapolis (Remainder),18-097-0083,188
39.77949,-105.00518,1,Colorado,Denver,Denver,08-031-0026,1090
39.77949,-105.00518,3,Colorado,Denver,Denver,08-031-0026,4513
39.781083,-104.95665,1,Colorado,Denver,Denver,08-031-0023,2679
39.7861,-104.9886,3,Colorado,Denver,Denver,08-031-0028,4054
39.787933,-86.13088,1,Indiana,Marion,Indianapolis (Remainder),18-097-0087,934
39.787933,-86.13088,3,Indiana,Marion,Indianapolis (Remainder),18-097-0087,3935
39.788903,-86.214628,1,Indiana,Marion,Indianapolis (Remainder),18-097-0081,5267
39.788903,-86.214628,2,Indiana,Marion,Indianapolis (Remainder),18-097-0081,1210
39.788903,-86.214628,3,Indiana,Marion,Indianapolis (Remainder),18-097-0081,7926
39.800339,-75.212119,1,New Jersey,Gloucester,East Greenwich (Township of),34-015-0002,419
39.808333,-120.471667,1,California,Plumas,Portola,06-063-1009,1350
39.808333,-120.471667,7,California,Plumas,Portola,06-063-1009,73
39.80834,-83.88705,1,Ohio,Greene,Yellow Springs,39-057-0005,1471
39.80834,-83.88705,2,Ohio,Greene,Yellow Springs,39-057-0005,424
39.80834,-83.88705,3,Ohio,Greene,Yellow Springs,39-057-0005,655
39.80834,-83.88705,4,Ohio,Greene,Yellow Springs,39-057-0005,300
39.80933,-80.26567,3,Pennsylvania,Greene,Not in a city,42-059-0002,1105
39.80933,-80.26567,5,Pennsylvania,Greene,Not in a city,42-059-0002,1461
39.80933,-80.26567,7,Pennsylvania,Greene,Not in a city,42-059-0002,1285
39.810833,-86.114444,1,Indiana,Marion,Indianapolis (Remainder),18-097-0078,5813
39.810833,-86.114444,3,Indiana,Marion,Indianapolis (Remainder),18-097-0078,1311
39.810833,-86.114444,4,Indiana,Marion,Indianapolis (Remainder),18-097-0078,7026
39.81336,-120.47069,1,California,Plumas,Portola,06-063-1010,860
39.81336,-120.47069,2,California,Plumas,Portola,06-063-1010,199
39.818715,-75.413973,3,Pennsylvania,Delaware,Marcus Hook,42-045-0109,2325
39.818715,-75.413973,5,Pennsylvania,Delaware,Marcus Hook,42-045-0109,814
39.818715,-75.413973,7,Pennsylvania,Delaware,Marcus Hook,42-045-0109,1391
39.82572,-75.28939,1,New Jersey,Gloucester,Gibbstown (Township name Greenwich),34-015-5001,666
39.826007,-104.937438,1,Colorado,Adams,Commerce City,08-001-0006,1711
39.826007,-104.937438,2,Colorado,Adams,Commerce City,08-001-0006,873
39.827594,-104.937668,1,Colorado,Adams,Commerce City,08-001-0001,154
39.827594,-104.937668,2,Colorado,Adams,Commerce City,08-001-0001,80
39.8281,-104.93647,2,Colorado,Adams,Commerce City,08-001-0010,35
39.8281,-104.93647,3,Colorado,Adams,Commerce City,08-001-0010,213
39.82835,-104.93836,2,Colorado,Adams,Commerce City,08-001-0008,233
39.82835,-104.93836,3,Colorado,Adams,Commerce City,08-001-0008,2983
39.830806,-75.284723,1,New Jersey,Gloucester,Greenwich (Township of),34-015-0004,1196
39.831921,-89.644164,1,Illinois,Sangamon,Not in a city,17-167-0012,1507
39.831921,-89.644164,3,Illinois,Sangamon,Not in a city,17-167-0012,2898
39.834461,-75.768242,1,Pennsylvania,Chester,Not in a city,42-029-0100,2288
39.834461,-75.768242,2,Pennsylvania,Chester,Not in a city,42-029-0100,32
39.834461,-75.768242,3,Pennsylvania,Chester,Not in a city,42-029-0100,6056
39.834461,-75.768242,5,Pennsylvania,Chester,Not in a city,42-029-0100,136
39.834461,-75.768242,7,Pennsylvania,Chester,Not in a city,42-029-0100,1840
39.835556,-75.3725,1,Pennsylvania,Delaware,Chester,42-045-0002,1070
39.835556,-75.3725,2,Pennsylvania,Delaware,Chester,42-045-0002,1380
39.835556,-75.3725,3,Pennsylvania,Delaware,Chester,42-045-0002,6370
39.835556,-75.3725,7,Pennsylvania,Delaware,Chester,42-045-0002,1956
39.83562,-84.720524,1,Ohio,Preble,New Paris,39-135-1001,2451
39.83562,-84.720524,3,Ohio,Preble,New Paris,39-135-1001,2552
39.866834,-88.925594,1,Illinois,Macon,Decatur,17-115-0013,1049
39.866834,-88.925594,3,Illinois,Macon,Decatur,17-115-0013,2895
39.868622,-109.097302,1,Utah,Uintah,Not in a city,49-047-5632,101
39.868622,-109.097302,3,Utah,Uintah,Not in a city,49-047-5632,1059
39.89365,-86.04054,1,Indiana,Marion,Indianapolis,18-097-0079,930
39.89365,-86.04054,2,Indiana,Marion,Indianapolis,18-097-0079,32
39.915409,-91.335868,1,Illinois,Adams,Quincy,17-001-0007,215
39.915961,-80.733858,1,West Virginia,Marshall,Moundsville,54-051-1002,3261
39.915961,-80.733858,2,West Virginia,Marshall,Moundsville,54-051-1002,521
39.917663,-79.805499,5,Pennsylvania,Fayette,Uniontown,42-051-0524,792
39.917663,-79.805499,7,Pennsylvania,Fayette,Uniontown,42-051-0524,1461
39.92002,-77.30968,1,Pennsylvania,Adams,Not in a city,42-001-0001,3226
39.92002,-77.30968,3,Pennsylvania,Adams,Not in a city,42-001-0001,6386
39.92002,-77.30968,7,Pennsylvania,Adams,Not in a city,42-001-0001,1648
39.922867,-75.186921,1,Pennsylvania,Philadelphia,Philadelphia,42-101-0055,1765
39.922867,-75.186921,2,Pennsylvania,Philadelphia,Philadelphia,42-101-0055,1090
39.922867,-75.186921,3,Pennsylvania,Philadelphia,Philadelphia,42-101-0055,4552
39.923042,-75.097617,1,New Jersey,Camden,Camden,34-007-0003,1235
39.923042,-75.097617,2,New Jersey,Camden,Camden,34-007-0003,423
39.927613,-75.222403,1,Pennsylvania,Philadelphia,Philadelphia,42-101-0136,2370
39.92845,-82.98104,1,Ohio,Franklin,Columbus,39-049-0025,2814
39.92845,-82.98104,2,Ohio,Franklin,Columbus,39-049-0025,399
39.928531,-82.980105,1,Ohio,Franklin,Columbus,39-049-0039,570
39.928531,-82.980105,2,Ohio,Franklin,Columbus,39-049-0039,217
39.928804,-86.078775,1,Indiana,Hamilton,Carmel,18-057-0008,320
39.92882,-83.80949,1,Ohio,Clark,Springfield,39-023-0005,2124
39.92882,-83.80949,3,Ohio,Clark,Springfield,39-023-0005,2564
39.92882,-83.80949,4,Ohio,Clark,Springfield,39-023-0005,357
39.93139,-75.16222,1,Pennsylvania,Philadelphia,Philadelphia,42-101-0052,80
39.93301,-91.404237,1,Illinois,Adams,Quincy,17-001-0006,422
39.934559,-75.125219,1,New Jersey,Camden,Camden,34-007-0002,1004
39.934559,-75.125219,2,New Jersey,Camden,Camden,34-007-0002,227
39.934559,-75.125219,3,New Jersey,Camden,Camden,34-007-0002,3710
39.939567,-120.944376,1,California,Plumas,Quincy,06-063-1006,3341
39.94418,-75.165722,1,Pennsylvania,Philadelphia,Philadelphia,42-101-0003,173
39.944651,-75.165206,1,Pennsylvania,Philadelphia,Philadelphia,42-101-0047,2924
39.944651,-75.165206,3,Pennsylvania,Philadelphia,Philadelphia,42-101-0047,1499
39.944651,-75.165206,4,Pennsylvania,Philadelphia,Philadelphia,42-101-0047,1895
39.960048,-75.142614,1,Pennsylvania,Philadelphia,Philadelphia,42-101-0057,1984
39.960048,-75.142614,2,Pennsylvania,Philadelphia,Philadelphia,42-101-0057,922
39.960048,-75.142614,3,Pennsylvania,Philadelphia,Philadelphia,42-101-0057,4380
39.960048,-75.142614,4,Pennsylvania,Philadelphia,Philadelphia,42-101-0057,399
39.960884,-85.939546000000007,1,Indiana,Hamilton,Fishers (corporate name for Fishers Station),18-057-0007,562
39.960884,-85.939546000000007,3,Indiana,Hamilton,Fishers (corporate name for Fishers Station),18-057-0007,5348
39.965278,-76.699444,1,Pennsylvania,York,York,42-133-0008,3509
39.965278,-76.699444,2,Pennsylvania,York,York,42-133-0008,648
39.965278,-76.699444,3,Pennsylvania,York,York,42-133-0008,4844
39.965278,-76.699444,5,Pennsylvania,York,York,42-133-0008,804
39.965278,-76.699444,7,Pennsylvania,York,York,42-133-0008,1445
39.9679,-80.7464,1,Ohio,Belmont,Shadyside,39-013-0006,675
39.98826,-86.83096,1,Indiana,Montgomery,Not in a city,18-107-0004,113
39.98826,-86.83096,2,Indiana,Montgomery,Not in a city,18-107-0004,51
39.98826,-86.83096,3,Indiana,Montgomery,Not in a city,18-107-0004,426
39.988842,-75.207205,1,Pennsylvania,Philadelphia,Philadelphia,42-101-0076,3092
39.988842,-75.207205,2,Pennsylvania,Philadelphia,Philadelphia,42-101-0076,957
39.989036,-75.050008,1,New Jersey,Camden,Pennsauken (Township of),34-007-1007,2393
39.991389,-75.080833,1,Pennsylvania,Philadelphia,Philadelphia,42-101-0048,846
39.991389,-75.080833,3,Pennsylvania,Philadelphia,Philadelphia,42-101-0048,4550
39.991389,-75.080833,4,Pennsylvania,Philadelphia,Philadelphia,42-101-0048,603
39.991389,-75.080833,5,Pennsylvania,Philadelphia,Philadelphia,42-101-0048,778
39.991389,-75.080833,6,Pennsylvania,Philadelphia,Philadelphia,42-101-0048,58
39.994908,-74.170447,1,New Jersey,Ocean,Toms River,34-029-2002,5382
39.994908,-74.170447,3,New Jersey,Ocean,Toms River,34-029-2002,892
39.99875,-82.99344,1,Ohio,Franklin,Columbus,39-049-0024,3194
40.002335,-75.219903,1,Pennsylvania,Philadelphia,Philadelphia,42-101-0020,549
40.002707,-82.994424,1,Ohio,Franklin,Columbus,39-049-0034,320
40.008889,-75.09778,1,Pennsylvania,Philadelphia,Philadelphia,42-101-0004,3941
40.008889,-75.09778,2,Pennsylvania,Philadelphia,Philadelphia,42-101-0004,1125
40.009544,-85.52347,1,Indiana,Henry,Middletown,18-065-0003,2382
40.010668,-75.151565,1,Pennsylvania,Philadelphia,Philadelphia,42-101-0027,47
40.021097,-105.26338199999999,1,Colorado,Boulder,Boulder,08-013-0012,2581
40.035985,-75.002405,1,Pennsylvania,Philadelphia,Philadelphia,42-101-1002,304
40.035985,-75.002405,3,Pennsylvania,Philadelphia,Philadelphia,42-101-1002,1745
40.043833,-76.1124,1,Pennsylvania,Lancaster,Not in a city,42-071-0012,1805
40.043833,-76.1124,3,Pennsylvania,Lancaster,Not in a city,42-071-0012,3490
40.043833,-76.1124,7,Pennsylvania,Lancaster,Not in a city,42-071-0012,1941
40.046667,-76.283333,1,Pennsylvania,Lancaster,Lancaster,42-071-0007,5220
40.046667,-76.283333,2,Pennsylvania,Lancaster,Lancaster,42-071-0007,668
40.046667,-76.283333,3,Pennsylvania,Lancaster,Lancaster,42-071-0007,5623
40.046667,-76.283333,7,Pennsylvania,Lancaster,Lancaster,42-071-0007,1981
40.049604,-75.241209,1,Pennsylvania,Philadelphia,Philadelphia,42-101-0014,92
40.05278,-88.37251,1,Illinois,Champaign,Bondville,17-019-1001,1424
40.05278,-88.37251,3,Illinois,Champaign,Bondville,17-019-1001,4625
40.054171,-74.985166,1,Pennsylvania,Philadelphia,Philadelphia,42-101-0075,4125
40.054171,-74.985166,2,Pennsylvania,Philadelphia,Philadelphia,42-101-0075,1073
40.063903,-80.720308,1,West Virginia,Ohio,Wheeling,54-069-0008,579
40.076389,-75.011944,1,Pennsylvania,Philadelphia,Philadelphia,42-101-0024,2640
40.084514,-82.815585,3,Ohio,Franklin,New Albany,39-049-0029,4744
40.086944,-108.761389,1,Colorado,Rio Blanco,Rangely,08-103-0006,7624
40.0877,-82.959773,1,Ohio,Franklin,Columbus,39-049-0081,2476
40.107222,-74.882222,1,Pennsylvania,Bucks,Bristol,42-017-0012,3297
40.107222,-74.882222,3,Pennsylvania,Bucks,Bristol,42-017-0012,3880
40.11107,-83.065415,1,Ohio,Franklin,Columbus,39-049-0038,544
40.11107,-83.065415,3,Ohio,Franklin,Columbus,39-049-0038,2167
40.111975,-85.679952,1,Indiana,Madison,Anderson,18-095-0009,1581
40.111975,-85.679952,2,Indiana,Madison,Anderson,18-095-0009,151
40.112222,-75.309167,1,Pennsylvania,Montgomery,Norristown,42-091-0013,3292
40.112222,-75.309167,3,Pennsylvania,Montgomery,Norristown,42-091-0013,4199
40.112222,-75.309167,5,Pennsylvania,Montgomery,Norristown,42-091-0013,1734
40.112222,-75.309167,7,Pennsylvania,Montgomery,Norristown,42-091-0013,714
40.114876,-80.700972,1,West Virginia,Ohio,Wheeling,54-069-0010,1978
40.123796,-88.229531,1,Illinois,Champaign,Champaign,17-019-0004,599
40.123886,-88.240553,1,Illinois,Champaign,Champaign,17-019-0006,825
40.125703,-85.652184,1,Indiana,Madison,Anderson,18-095-0011,965
40.125703,-85.652184,3,Indiana,Madison,Anderson,18-095-0011,7596
40.136336,-111.660502,1,Utah,Utah,Spanish Fork,49-049-5010,3598
40.136336,-111.660502,3,Utah,Utah,Spanish Fork,49-049-5010,2676
40.146667,-79.902222,1,Pennsylvania,Washington,Charleroi,42-125-0005,2878
40.146667,-79.902222,2,Pennsylvania,Washington,Charleroi,42-125-0005,225
40.146667,-79.902222,3,Pennsylvania,Washington,Charleroi,42-125-0005,6673
40.146667,-79.902222,5,Pennsylvania,Washington,Charleroi,42-125-0005,2360
40.146667,-79.902222,7,Pennsylvania,Washington,Charleroi,42-125-0005,1923
40.164576,-105.100856,1,Colorado,Boulder,Longmont,08-013-0003,2585
40.164576,-105.100856,3,Colorado,Boulder,Longmont,08-013-0003,2162
40.170556,-80.261389,1,Pennsylvania,Washington,Washington,42-125-0200,3606
40.170556,-80.261389,3,Pennsylvania,Washington,Washington,42-125-0200,5083
40.17093,-122.25556,3,California,Tehama,Red Bluff,06-103-0007,3803
40.199502,-85.387908,1,Indiana,Delaware,Muncie,18-035-0006,2695
40.209387,-104.82405,1,Colorado,Weld,Platteville,08-123-0008,2446
40.216779,-110.182742,1,Utah,Duchesne,Not in a city,49-013-7011,694
40.222411,-74.763167,1,New Jersey,Mercer,Trenton,34-021-0008,5296
40.222411,-74.763167,3,New Jersey,Mercer,Trenton,34-021-0008,178
40.246528,-77.18675,1,Pennsylvania,Cumberland,Carlisle,42-041-0101,6930
40.246528,-77.18675,3,Pennsylvania,Cumberland,Carlisle,42-041-0101,5806
40.246528,-77.18675,5,Pennsylvania,Cumberland,Carlisle,42-041-0101,1858
40.246528,-77.18675,7,Pennsylvania,Cumberland,Carlisle,42-041-0101,874
40.246992,-76.846988,1,Pennsylvania,Dauphin,Not in a city,42-043-0401,5793
40.246992,-76.846988,2,Pennsylvania,Dauphin,Not in a city,42-043-0401,39
40.246992,-76.846988,3,Pennsylvania,Dauphin,Not in a city,42-043-0401,4431
40.246992,-76.846988,5,Pennsylvania,Dauphin,Not in a city,42-043-0401,1899
40.246992,-76.846988,7,Pennsylvania,Dauphin,Not in a city,42-043-0401,1082
40.252222,-77.140472,1,Pennsylvania,Cumberland,Not in a city,42-041-0100,375
40.253611,-111.663056,1,Utah,Utah,Provo,49-049-0002,4238
40.253611,-111.663056,3,Utah,Utah,Provo,49-049-0002,1249
40.253611,-111.663056,5,Utah,Utah,Provo,49-049-0002,1832
40.260129,-79.886498,1,Pennsylvania,Allegheny,Elizabeth,42-003-0133,156
40.268963,-80.243995,1,Pennsylvania,Washington,Not in a city,42-125-5200,616
40.268963,-80.243995,7,Pennsylvania,Washington,Not in a city,42-125-5200,1847
40.283092,-74.742613,3,New Jersey,Mercer,Lawrence (Township of),34-021-0005,3857
40.285,-96.824166,1,Nebraska,Gage,Beatrice,31-067-0005,273
40.289444,-80.005,1,Pennsylvania,Allegheny,Not in a city,42-003-0131,155
40.294178,-110.009732,1,Utah,Duchesne,Roosevelt,49-013-0002,104
40.294178,-110.009732,3,Utah,Duchesne,Roosevelt,49-013-0002,4870
40.294178,-110.009732,4,Utah,Duchesne,Roosevelt,49-013-0002,1198
40.294341,-79.885331,1,Pennsylvania,Allegheny,Clairton,42-003-3007,1171
40.304694,-79.505667,1,Pennsylvania,Westmoreland,Greensburg,42-129-0008,2452
40.304694,-79.505667,3,Pennsylvania,Westmoreland,Greensburg,42-129-0008,5003
40.304694,-79.505667,4,Pennsylvania,Westmoreland,Greensburg,42-129-0008,3725
40.304694,-79.505667,5,Pennsylvania,Westmoreland,Greensburg,42-129-0008,2110
40.304694,-79.505667,6,Pennsylvania,Westmoreland,Greensburg,42-129-0008,285
40.304694,-79.505667,7,Pennsylvania,Westmoreland,Greensburg,42-129-0008,875
40.309722,-78.915,1,Pennsylvania,Cambria,Johnstown,42-021-0011,1702
40.309722,-78.915,3,Pennsylvania,Cambria,Johnstown,42-021-0011,6349
40.309722,-78.915,5,Pennsylvania,Cambria,Johnstown,42-021-0011,199
40.309722,-78.915,6,Pennsylvania,Cambria,Johnstown,42-021-0011,758
40.309722,-78.915,7,Pennsylvania,Cambria,Johnstown,42-021-0011,1502
40.309722,-78.915,8,Pennsylvania,Cambria,Johnstown,42-021-0011,1502
40.31239,-74.87266,1,New Jersey,Mercer,Hopewell (Township of),34-021-8001,1733
40.319511,-80.607945,1,Ohio,Jefferson,Mingo Junction,39-081-0021,441
40.319511,-80.607945,4,Ohio,Jefferson,Mingo Junction,39-081-0021,25
40.320278,-75.926667,1,Pennsylvania,Berks,Reading,42-011-0009,735
40.32207,-80.6063,1,Ohio,Jefferson,Mingo Junction,39-081-1001,1823
40.32207,-80.6063,2,Ohio,Jefferson,Mingo Junction,39-081-1001,308
40.323768,-79.868062,1,Pennsylvania,Allegheny,Liberty,42-003-0064,7595
40.323768,-79.868062,2,Pennsylvania,Allegheny,Liberty,42-003-0064,922
40.323768,-79.868062,3,Pennsylvania,Allegheny,Liberty,42-003-0064,2677
40.332933,-80.933401,1,Ohio,Harrison,Not in a city,39-067-0005,162
40.33699,-80.94228,1,Ohio,Harrison,Not in a city,39-067-0004,20
40.337328,-76.383447,1,Pennsylvania,Lebanon,Not in a city,42-075-0100,1510
40.337328,-76.383447,3,Pennsylvania,Lebanon,Not in a city,42-075-0100,4709
40.337328,-76.383447,5,Pennsylvania,Lebanon,Not in a city,42-075-0100,1307
40.338516,-76.394788,1,Pennsylvania,Lebanon,Not in a city,42-075-0101,194
40.338516,-76.394788,7,Pennsylvania,Lebanon,Not in a city,42-075-0101,412
40.341023,-80.596635,1,West Virginia,Brooke,Follansbee,54-009-0005,2566
40.341389,-111.713611,1,Utah,Utah,Lindon,49-049-4001,7294
40.341389,-111.713611,2,Utah,Utah,Lindon,49-049-4001,715
40.341389,-111.713611,3,Utah,Utah,Lindon,49-049-4001,1008
40.341389,-111.713611,4,Utah,Utah,Lindon,49-049-4001,1790
40.341389,-111.713611,5,Utah,Utah,Lindon,49-049-4001,2867
40.362847,-80.615352,1,Ohio,Jefferson,Steubenville,39-081-0016,433
40.3663,-80.6158,1,Ohio,Jefferson,Steubenville,39-081-0017,2428
40.3663,-80.6158,2,Ohio,Jefferson,Steubenville,39-081-0017,523
40.3663,-80.6158,3,Ohio,Jefferson,Steubenville,39-081-0017,4289
40.375644,-80.169943,1,Pennsylvania,Allegheny,McDonald,42-003-0067,2310
40.38335,-75.9686,1,Pennsylvania,Berks,Not in a city,42-011-0011,4314
40.38335,-75.9686,3,Pennsylvania,Berks,Not in a city,42-011-0011,4630
40.38335,-75.9686,5,Pennsylvania,Berks,Not in a city,42-011-0011,1552
40.38335,-75.9686,7,Pennsylvania,Berks,Not in a city,42-011-0011,1130
40.392694,-75.925222,1,Pennsylvania,Berks,Reading,42-011-0010,118
40.394651,-80.611813,1,West Virginia,Brooke,Weirton,54-009-0011,2510
40.394651,-80.611813,2,West Virginia,Brooke,Weirton,54-009-0011,1234
40.400959,-91.391012,1,Iowa,Lee,Keokuk,19-111-0008,1706
40.402328,-79.860973,1,Pennsylvania,Allegheny,North Braddock,42-003-1301,2333
40.402328,-79.860973,2,Pennsylvania,Allegheny,North Braddock,42-003-1301,215
40.41368,-79.941162,1,Pennsylvania,Allegheny,Pittsburgh,42-003-0021,650
40.414877,-104.70693,1,Colorado,Weld,Greeley,08-123-0006,1929
40.414877,-104.70693,3,Colorado,Weld,Greeley,08-123-0006,3695
40.421539,-80.580717,1,West Virginia,Hancock,Weirton,54-029-1004,1751
40.425591,-86.879453,1,Indiana,Tippecanoe,Lafayette,18-157-0007,286
40.425591,-86.879453,2,Indiana,Tippecanoe,Lafayette,18-157-0007,141
40.427372,-80.592318,1,West Virginia,Hancock,Weirton,54-029-0009,756
40.430278,-111.803889,1,Utah,Utah,Highland,49-049-5008,1263
40.431639,-86.8525,1,Indiana,Tippecanoe,Lafayette,18-157-0008,2269
40.431639,-86.8525,2,Indiana,Tippecanoe,Lafayette,18-157-0008,890
40.431639,-86.8525,3,Indiana,Tippecanoe,Lafayette,18-157-0008,7915
40.431639,-86.8525,4,Indiana,Tippecanoe,Lafayette,18-157-0008,2551
40.43743,-79.863572,1,Pennsylvania,Allegheny,Wilkinsburg,42-003-1376,4159
40.43743,-79.863572,2,Pennsylvania,Allegheny,Wilkinsburg,42-003-1376,22
40.445278,-80.420833,1,Pennsylvania,Washington,Not in a city,42-125-5001,4382
40.445278,-80.420833,3,Pennsylvania,Washington,Not in a city,42-125-5001,6308
40.445278,-80.420833,7,Pennsylvania,Washington,Not in a city,42-125-5001,1822
40.452267,-109.510393,1,Utah,Uintah,Vernal,49-047-1003,76
40.456944,-77.165556,1,Pennsylvania,Perry,Not in a city,42-099-0301,689
40.462182,-74.429439,1,New Jersey,Middlesex,East Brunswick (Township of),34-023-0011,600
40.462182,-74.429439,3,New Jersey,Middlesex,East Brunswick (Township of),34-023-0011,3969
40.46471,-109.561472,1,Utah,Uintah,Vernal,49-047-1004,31
40.46471,-109.561472,4,Utah,Uintah,Vernal,49-047-1004,4214
40.46542,-79.960757,1,Pennsylvania,Allegheny,Pittsburgh,42-003-0008,7324
40.46542,-79.960757,2,Pennsylvania,Allegheny,Pittsburgh,42-003-0008,887
40.46542,-79.960757,3,Pennsylvania,Allegheny,Pittsburgh,42-003-0008,3807
40.472825,-74.422403,1,New Jersey,Middlesex,North Brunswick Township,34-023-0006,1792
40.47368,-80.077,1,Pennsylvania,Allegheny,Stowe (Township of),42-003-0116,634
40.481347,-86.109688,1,Indiana,Howard,Kokomo,18-067-0004,533
40.481347,-86.109688,3,Indiana,Howard,Kokomo,18-067-0004,5140
40.485201000000004,-106.831625,1,Colorado,Routt,Steamboat Springs,08-107-0003,275
40.485479,-86.132879,1,Indiana,Howard,Kokomo,18-067-0003,1348
40.487012,-80.187837,1,Pennsylvania,Allegheny,Coraopolis,42-003-0095,510
40.496392,-112.036298,2,Utah,Salt Lake,Herriman,49-035-3013,1985
40.496392,-112.036298,3,Utah,Salt Lake,Herriman,49-035-3013,1325
40.496392,-112.036298,5,Utah,Salt Lake,Herriman,49-035-3013,2686
40.499767,-80.071337,1,Pennsylvania,Allegheny,Avalon,42-003-0002,974
40.499767,-80.071337,2,Pennsylvania,Allegheny,Avalon,42-003-0002,3436
40.499767,-80.071337,3,Pennsylvania,Allegheny,Avalon,42-003-0002,1012
40.515262,-74.806671,3,New Jersey,Hunterdon,Flemington,34-019-0001,3736
40.515314,-88.995909,1,Illinois,McLean,Normal,17-113-2002,286
40.517946,-112.023051,1,Utah,Salt Lake,Not in a city,49-035-3008,743
40.518056,-112.022222,1,Utah,Salt Lake,Not in a city,49-035-3003,99
40.518735,-88.996896,1,Illinois,McLean,Normal,17-113-2003,826
40.518735,-88.996896,3,Illinois,McLean,Normal,17-113-2003,3557
40.518735,-88.996896,9,Illinois,McLean,Normal,17-113-2003,2916
40.535278,-78.370833,3,Pennsylvania,Blair,Altoona,42-013-0801,5845
40.535278,-78.370833,7,Pennsylvania,Blair,Altoona,42-013-0801,1915
40.543309,-112.299618,1,Utah,Tooele,Tooele,49-045-0003,1026
40.543309,-112.299618,4,Utah,Tooele,Tooele,49-045-0003,1394
40.547011,-79.78366,1,Pennsylvania,Allegheny,Springdale,42-003-9002,326
40.55013,-122.38092,1,California,Shasta,Redding,06-089-0004,1217
40.55013,-122.38092,3,California,Shasta,Redding,06-089-0004,229
40.553124,-80.203114,1,Pennsylvania,Allegheny,Not in a city,42-003-0097,38
40.56,-93.418333,1,Missouri,Mercer,Not in a city,29-129-0001,246
40.56333,-78.919972,7,Pennsylvania,Indiana,Not in a city,42-063-0004,538
